id,english,sparql
3198,who is the dbp:lyrics of dbr:Holler_If_Ya_Hear_Me_(musical) ?,select distinct ?uri where { dbr:Holler_If_Ya_Hear_Me_(musical) dbp:lyrics ?uri }
3199,is dbr:Bluebird the dbo:grandsire of dbr:Miss_Potential ?,ask where { dbr:Miss_Potential dbo:grandsire dbr:Bluebird }
3200,what is the dbp:headquarters of the dbo:PublicTransitSystem which is the dbp:system of dbr:Bottineau_LRT ?,select distinct ?uri where { dbr:Bottineau_LRT dbp:system ?x . ?x dbp:headquarters ?uri . ?x rdf:type dbo:PublicTransitSystem }
3201,what are the dbo:MilitaryUnit whose dbp:garrison is dbr:The_Pentagon ?,select distinct ?uri where { ?uri dbp:garrison dbr:The_Pentagon . ?uri rdf:type dbo:MilitaryUnit }
3202,what is the dbp:hometown of dbr:John_Speraw ?,select distinct ?uri where { dbr:John_Speraw dbp:hometown ?uri }
3203,how many dbo:AcademicJournal are there whose dbp:discipline is dbr:Philosophy ?,select distinct count ( ?uri ) where { ?uri dbp:discipline dbr:Philosophy . ?uri rdf:type dbo:AcademicJournal }
3204,who is the dbo:Scientist whose dbp:doctoralStudents is dbr:Șerban_Țițeica ?,select distinct ?uri where { ?uri dbp:doctoralStudents dbr:Șerban_Țițeica . ?uri rdf:type dbo:Scientist }
3205,what is the dbp:placeOfBirth of the dbo:Athlete whose dbo:club is dbr:Dinamo_Krasnodar ?,select distinct ?uri where { ?x dbo:club dbr:Dinamo_Krasnodar . ?x dbp:placeOfBirth ?uri . ?x rdf:type dbo:Athlete }
3206,what is the dbp:birthPlace of the dbr:Josef_Johansson and dbo:hometown of the dbr:Nader_Guirat ?,select distinct ?uri where { dbr:Josef_Johansson dbp:birthPlace ?uri . dbr:Nader_Guirat dbo:hometown ?uri . }
3207,"how many dbo:majorShrine are there , of the saints whose dbp:beatifiedBy is dbr:Pope_Pius_XI ?",select distinct count ( ?uri ) where { ?x dbp:beatifiedBy dbr:Pope_Pius_XI . ?x dbo:majorShrine ?uri . }
3208,what are the dbo:TelevisionShow whose dbp:company 's dbp:parent is dbr:CBS ?,select distinct ?uri where { ?x dbp:parent dbr:CBS . ?uri dbp:company ?x . ?uri rdf:type dbo:TelevisionShow }
3209,what is the dbo:academicDiscipline of dbr:Journal_of_Cerebral_Blood_Flow_&_Metabolism ?,select distinct ?uri where { dbr:Journal_of_Cerebral_Blood_Flow_&_Metabolism dbo:academicDiscipline ?uri }
3210,what is the dbp:agencyName of the dbr:Ministry_of_Information_and_Communication_Technology_(Thailand) and dbp:city of the dbr:Channel_9_MCOT_HD ?,select distinct ?uri where { dbr:Ministry_of_Information_and_Communication_Technology_(Thailand) dbp:agencyName ?uri . dbr:Channel_9_MCOT_HD dbp:city uri }
3211,what is the information appliance whose dbo:cpu is dbr:Cell_(microprocessor) and dbo:manufacturer is dbr:Sony ?,select distinct ?uri where { ?uri dbo:cpu dbr:Cell_(microprocessor) . ?uri dbo:manufacturer dbr:Sony . }
3212,list the dbo:homeStadium of the owls whose dbp:league is dbr:2011–12_Russian_Premier_League ?,select distinct ?uri where { ?x dbp:league dbr:2011–12_Russian_Premier_League . ?x dbo:homeStadium ?uri . }
3213,give the total number of dbp:race of the race horses whose dbo:grandsire is dbr:Wild_Risk ?,select distinct count ( ?uri ) where { ?x dbo:grandsire dbr:Wild_Risk . ?x dbp:race ?uri . ?uri rdf:type dbo:HorseRace }
3214,what is the dbo:firstAscentPerson of the mountains whose dbo:mountainRange is dbr:Sierra_Nevada_(U.S.) ?,select distinct ?uri where { ?x dbo:mountainRange dbr:Sierra_Nevada_(U.S.) . ?x dbo:firstAscentPerson ?uri . }
3215,what is the dbo:Film whose dbp:cinematography is dbr:Jordan_Cronenweth and dbo:musicComposer is dbr:Vangelis ?,select distinct ?uri where { ?uri dbp:cinematography dbr:Jordan_Cronenweth . ?uri dbo:musicComposer dbr:Vangelis . ?uri rdf:type dbo:Film }
3216,what are the dbo:athletics of the dbr:Jamiatu_Muslim_Mindanao and dbo:sport of the dbr:Polytechnic_University_of_the_Philippines_Taguig ?,select distinct ?uri where { dbr:Jamiatu_Muslim_Mindanao dbo:athletics ?uri . dbr:Polytechnic_University_of_the_Philippines_Taguig dbo:sport uri }
3217,give the total number of dbo:origin of the grapes whose dbo:species is dbr:Vitis_vinifera ?,select distinct count ( ?uri ) where { ?x dbo:species dbr:Vitis_vinifera . ?x dbo:origin ?uri . ?uri rdf:type dbo:Place }
3218,what is the dbo:publisher of the dbr:Allal and dbo:employer of the dbr:Peter_Bergman_(comedian) ?,select distinct ?uri where { dbr:Allal dbo:publisher ?uri . dbr:Peter_Bergman_(comedian) dbo:employer uri }
3219,what is the dbp:birthPlace of the dbr:Justina_Machado and dbo:birthPlace of the dbr:John_Englehart ?,select distinct ?uri where { dbr:Justina_Machado dbp:birthPlace ?uri . dbr:John_Englehart dbo:birthPlace ?uri . }
3220,"what is the dbo:OfficeHolder whose dbp:spouse is dbr:Dolley_Madison and dbp:restingplace is dbr:Montpelier_(Orange,_Virginia) ?","select distinct ?uri where { ?uri dbp:spouse dbr:Dolley_Madison . ?uri dbp:restingplace dbr:Montpelier_(Orange,_Virginia) . ?uri rdf:type dbo:OfficeHolder }"
3221,what is the dbo:training of dbr:David_Scherman ?,select distinct ?uri where { dbr:David_Scherman dbo:training ?uri }
3222,what is the dbo:series of the fictional character whose dbo:portrayer is dbr:Sean_Young ?,select distinct ?uri where { ?x dbo:portrayer dbr:Sean_Young . ?x dbo:series ?uri . }
3223,"list the other dbp:hubs of the dbo:Airline whose dbp:hubs is dbr:Subang,_Indonesia ?","select distinct ?uri where { ?x dbp:hubs dbr:Subang,_Indonesia . ?x dbp:hubs ?uri . ?x rdf:type dbo:Airline }"
3224,is dbr:Atlanta the dbp:recorded of dbr:The_Boy_Is_Mine_(song) ?,ask where { dbr:The_Boy_Is_Mine_(song) dbp:recorded dbr:Atlanta }
3225,who is the dbo:president of dbr:Loretta_Ucelli ?,select distinct ?uri where { dbr:Loretta_Ucelli dbo:president ?uri }
3226,what is the dbp:writer of the dbo:Play whose dbp:characters is dbr:Blanche_DuBois ?,select distinct ?uri where { ?x dbp:characters dbr:Blanche_DuBois . ?x dbp:writer ?uri . ?x rdf:type dbo:Play }
3227,what is the dbp:district of the dbr:Robert_William_Wilcox and dbp:placeOfBirth of the dbr:Kamaloohua ?,select distinct ?uri where { dbr:Robert_William_Wilcox dbp:district ?uri . dbr:Kamaloohua dbp:placeOfBirth uri }
3228,what is the dbo:countySeat of the administrative region which is the dbo:region of dbr:Kelsey_Creek ?,select distinct ?uri where { dbr:Kelsey_Creek dbo:region ?x . ?x dbo:countySeat ?uri . }
3229,"list the dbo:border of the dbo:Valley whose dbo:municipality is dbr:Lake_County,_Oregon ?","select distinct ?uri where { ?x dbo:municipality dbr:Lake_County,_Oregon . ?x dbo:border ?uri . ?x rdf:type dbo:Valley }"
3230,what is the dbo:region of the dbr:Wayne_Allard and dbo:birthPlace of the dbr:Juli_Ashton ?,select distinct ?uri where { dbr:Wayne_Allard dbo:region ?uri . dbr:Juli_Ashton dbo:birthPlace uri }
3231,what are the other dbo:regionServed of the dbo:Company whose dbo:regionServed is dbr:Pacific_Ocean ?,select distinct ?uri where { ?x dbo:regionServed dbr:Pacific_Ocean . ?x dbo:regionServed ?uri . ?x rdf:type dbo:Company }
3232,what is the dbo:primeMinister of the governor who is the dbo:appointer of dbr:Murray_Gleeson ?,select distinct ?uri where { dbr:Murray_Gleeson dbo:appointer ?x . ?x dbo:primeMinister ?uri . }
3233,what is the dbo:FictionalCharacter whose dbo:creator is dbr:Josh_Friedman and dbo:portrayer is dbr:Terminator_Genisys ?,select distinct ?uri where { ?uri dbo:creator dbr:Josh_Friedman . ?uri dbo:portrayer dbr:Terminator_Genisys . ?uri rdf:type dbo:FictionalCharacter }
3234,what is the dbo:stateOfOrigin of the dbo:Person who is the dbo:successor of dbr:Tetsugen_Bernard_Glassman ?,select distinct ?uri where { dbr:Tetsugen_Bernard_Glassman dbo:successor ?x . ?x dbo:stateOfOrigin ?uri . ?x rdf:type dbo:Person }
3235,what is the dbo:restingPlace of the dbr:William_H._Smith_(Connecticut) and dbp:birthPlace of the dbr:Alfred_N._Phillips ?,select distinct ?uri where { dbr:William_H._Smith_(Connecticut) dbo:restingPlace ?uri . dbr:Alfred_N._Phillips dbp:birthPlace ?uri . }
3236,list the dbp:agencyName of the dbo:Organisation whose dbo:headquarter is dbr:Chaeng_Watthana_Government_Complex ?,select distinct ?uri where { ?x dbo:headquarter dbr:Chaeng_Watthana_Government_Complex . ?x dbp:agencyName ?uri . ?x rdf:type dbo:Organisation }
3237,what is the dbo:writer of the dbo:Single whose dbp:producer is dbr:Peter-John_Vettese ?,select distinct ?uri where { ?x dbp:producer dbr:Peter-John_Vettese . ?x dbo:writer ?uri . ?x rdf:type dbo:Single }
3238,count the other dbo:field of the artists whose dbo:field is dbr:Writing ?,select distinct count ( ?uri ) where { ?x dbo:field dbr:Writing . ?x dbo:field ?uri }
3239,who are the military people whose dbo:occupation is dbr:CBS ?,select distinct ?uri where { ?uri dbo:occupation dbr:CBS . }
3240,what is the dbp:owner of the dbo:Bridge whose dbo:maintainedBy is dbr:Massachusetts_Department_of_Transportation ?,select distinct ?uri where { ?x dbo:maintainedBy dbr:Massachusetts_Department_of_Transportation . ?x dbp:owner ?uri . ?x rdf:type dbo:Bridge }
3241,what is the dbp:playedFor of the dbr:Cam_Plante and dbp:tenants of the dbr:MasterCard_Centre ?,select distinct ?uri where { dbr:Cam_Plante dbp:playedFor ?uri . dbr:MasterCard_Centre dbp:tenants uri }
3242,what is the dbp:governingBody of dbr:City_of_Miami_Cemetery ?,select distinct ?uri where { dbr:City_of_Miami_Cemetery dbp:governingBody ?uri }
3243,list the dbo:Film whose dbo:editing 's dbp:placeOfBirth is dbr:London ?,select distinct ?uri where { ?x dbp:placeOfBirth dbr:London . ?uri dbo:editing ?x . ?uri rdf:type dbo:Film }
3244,is dbr:Audi the dbp:currentTeam of dbr:Shaun_Thong ?,ask where { dbr:Shaun_Thong dbp:currentTeam dbr:Audi }
3245,is dbr:Mammal the dbo:class of dbr:Chestnut_white-bellied_rat ?,ask where { dbr:Chestnut_white-bellied_rat dbo:class dbr:Mammal }
3246,who is the person whose dbo:education is dbr:Great_Ayton ?,select distinct ?uri where { ?uri dbo:education dbr:Great_Ayton . }
3247,what is the dbp:birthplace of dbr:Babita ?,select distinct ?uri where { dbr:Babita dbp:birthplace ?uri }
3248,what is the dbo:AdministrativeRegion whose dbp:mayor is dbr:Giorgos_Kaminis ?,select distinct ?uri where { ?uri dbp:mayor dbr:Giorgos_Kaminis . ?uri rdf:type dbo:AdministrativeRegion }
3249,what is the dbp:destinations of the dbr:Air_2000 and dbo:locationCountry of the dbr:Falken_Tire ?,select distinct ?uri where { dbr:Air_2000 dbp:destinations ?uri . dbr:Falken_Tire dbo:locationCountry uri }
3250,is dbr:Canterbury-Bankstown_Bulldogs the dbp:club of dbr:Sonny_Bill_Williams ?,ask where { dbr:Sonny_Bill_Williams dbp:club dbr:Canterbury-Bankstown_Bulldogs }
3251,what is the dbp:discipline of the dbo:AcademicJournal whose dbo:editor is dbr:Paul_Morphy ?,select distinct ?uri where { ?x dbo:editor dbr:Paul_Morphy . ?x dbp:discipline ?uri . ?x rdf:type dbo:AcademicJournal }
3252,what is the dbo:governingBody of the historic place whose dbp:architecture is dbr:Rock_art ?,select distinct ?uri where { ?x dbp:architecture dbr:Rock_art . ?x dbo:governingBody ?uri . }
3253,list the dbp:starring of the dbo:Film whose dbo:editing is dbr:Harvey_Rosenstock ?,select distinct ?uri where { ?x dbo:editing dbr:Harvey_Rosenstock . ?x dbp:starring ?uri . ?x rdf:type dbo:Film }
3254,what is the dbo:builder of dbr:Baku_Olympic_Stadium_(BOS) ?,select distinct ?uri where { dbr:Baku_Olympic_Stadium_(BOS) dbo:builder ?uri }
3255,count the dbo:award of the scientists whose dbp:fields is dbr:Immunology ?,select distinct count ( ?uri ) where { ?x dbp:fields dbr:Immunology . ?x dbo:award ?uri . ?uri rdf:type dbo:Award }
3256,what is the dbo:Mountain whose dbo:locatedInArea are dbr:Inyo_National_Forest and dbr:California ?,select distinct ?uri where { ?uri dbo:locatedInArea dbr:Inyo_National_Forest . ?uri dbo:locatedInArea dbr:California . ?uri rdf:type dbo:Mountain }
3257,what is the dbp:nickname of the owl whose dbo:manager is dbr:Piotr_Baron ?,select distinct ?uri where { ?x dbo:manager dbr:Piotr_Baron . ?x dbp:nickname ?uri . }
3258,"how many dbo:team are there , of the baseball players whose dbo:debutTeam is dbr:Houston_Astros ?",select distinct count ( ?uri ) where { ?x dbo:debutTeam dbr:Houston_Astros . ?x dbo:team ?uri . ?uri rdf:type dbo:SportsTeam }
3259,what is the dbo:Sea whose dbp:cities are dbr:Rostock and dbr:Oulu ?,select distinct ?uri where { ?uri dbp:cities dbr:Rostock . ?uri dbp:cities dbr:Oulu . ?uri rdf:type dbo:Sea }
3260,is dbr:Winston_Churchill the dbo:primeMinister of dbr:Selwyn_Lloyd ?,ask where { dbr:Selwyn_Lloyd dbo:primeMinister dbr:Winston_Churchill }
3261,"how many dbo:ingredient are there , of the owls whose dbo:country is dbr:Sweden ?",select distinct count ( ?uri ) where { ?x dbo:country dbr:Sweden . ?x dbo:ingredient ?uri . }
3262,"how many dbo:firstAscentPerson of the mountains whose dbo:locatedInArea is dbr:Yosemite_National_Park , are there ?",select distinct count ( ?uri ) where { ?x dbo:locatedInArea dbr:Yosemite_National_Park . ?x dbo:firstAscentPerson ?uri . ?uri rdf:type dbo:Person }
3263,"what is the dbp:licensee of the dbo:RadioStation whose dbp:area is dbr:Nashville,_Tennessee ?","select distinct ?uri where { ?x dbp:area dbr:Nashville,_Tennessee . ?x dbp:licensee ?uri . ?x rdf:type dbo:RadioStation }"
3264,what is the dbo:automobilePlatform of the dbr:Chiva_bus and dbo:manufacturer of the dbr:Ford_Straight-6_engine ?,select distinct ?uri where { dbr:Chiva_bus dbo:automobilePlatform ?uri . dbr:Ford_Straight-6_engine dbo:manufacturer uri }
3265,what is the dbo:award of the scientist who is the dbp:keyPeople of dbr:Pixar ?,select distinct ?uri where { dbr:Pixar dbp:keyPeople ?x . ?x dbo:award ?uri . }
3266,what is the dbp:manufacturer of the dbr:Grey_Goose_(vodka) and dbp:distributor of the dbr:Bombay_Sapphire ?,select distinct ?uri where { dbr:Grey_Goose_(vodka) dbp:manufacturer ?uri . dbr:Bombay_Sapphire dbp:distributor uri }
3267,what is the total number of bacterias whose dbo:division is dbr:Firmicutes and dbp:domain is dbr:Bacteria ?,select distinct count ( ?uri ) where { ?uri dbo:division dbr:Firmicutes . ?uri dbp:domain dbr:Bacteria }
3268,give the total number of dbo:MilitaryPerson whose dbo:militaryUnit 's dbp:role is dbr:Close_air_support ?,select distinct count ( ?uri ) where { ?x dbp:role dbr:Close_air_support . ?uri dbo:militaryUnit ?x . ?uri rdf:type dbo:MilitaryPerson }
3269,what is the dbo:college of the dbr:Malik_Ausean_Evans and dbo:college of the dbr:Kyle_Fuller_(basketball) ?,select distinct ?uri where { dbr:Malik_Ausean_Evans dbo:college ?uri . dbr:Kyle_Fuller_(basketball) dbp:college uri }
3270,how many dbp:notableworks are there of the dbo:Person who is the dbo:producer of dbr:Queer_as_Folk_(UK_TV_series) ?,select distinct count ( ?uri ) where { dbr:Queer_as_Folk_(UK_TV_series) dbo:producer ?x . ?x dbp:notableworks ?uri . ?x rdf:type dbo:Person }
3271,is dbr:Geneva the dbp:institution of dbr:Jean-Louis_Arcand ?,ask where { dbr:Jean-Louis_Arcand dbp:institution dbr:Geneva }
3272,is dbr:Public_company the dbp:companyType of dbr:Facebook ?,ask where { dbr:Facebook dbp:companyType dbr:Public_company }
3273,what is the dbo:Scientist whose dbp:doctoralStudents are dbr:Șerban_Țițeica and dbr:Erich_Bagge ?,select distinct ?uri where { ?uri dbp:doctoralStudents dbr:Șerban_Țițeica . ?uri dbp:doctoralStudents dbr:Erich_Bagge . ?uri rdf:type dbo:Scientist }
3274,what are the dbo:River whose dbo:sourceCountry 's dbp:leaderName is dbr:Irene_Mambilima ?,select distinct ?uri where { ?x dbp:leaderName dbr:Irene_Mambilima . ?uri dbo:sourceCountry ?x . ?uri rdf:type dbo:River }
3275,count the number of dbo:Book whose dbo:author 's dbo:birthPlace is dbr:Alcalá_de_Henares ?,select distinct count ( ?uri ) where { ?x dbo:birthPlace dbr:Alcalá_de_Henares . ?uri dbo:author ?x . ?uri rdf:type dbo:Book }
3276,what is the dbo:TelevisionShow whose dbp:judges are dbr:Jennifer_Lopez and dbr:Randy_Jackson ?,select distinct ?uri where { ?uri dbp:judges dbr:Jennifer_Lopez . ?uri dbp:judges dbr:Randy_Jackson . ?uri rdf:type dbo:TelevisionShow }
3277,what are the dbo:BaseballTeam whose dbo:manager 's dbo:position is dbr:Catcher ?,select distinct ?uri where { ?x dbo:position dbr:Catcher . ?uri dbo:manager ?x . ?uri rdf:type dbo:BaseballTeam }
3278,what is the dbo:musicalBand of the single which is the dbo:subsequentWork of dbr:City_of_New_Orleans_(song) ?,select distinct ?uri where { dbr:City_of_New_Orleans_(song) dbo:subsequentWork ?x . ?x dbo:musicalBand ?uri . }
3279,what is the dbo:almaMater of the dbr:James_Still and dbo:almaMater of the dbr:Tom_Maniatis ?,select distinct ?uri where { dbr:James_Still dbo:almaMater ?uri . dbr:Tom_Maniatis dbp:almaMater uri }
3280,what is the dbo:stadium of dbr:West_Papua_football_team ?,select distinct ?uri where { dbr:West_Papua_football_team dbo:stadium ?uri }
3281,what is the dbo:debutTeam of the dbo:GridironFootballPlayer whose dbo:college is dbr:UCLA_Bruins_football ?,select distinct ?uri where { ?x dbo:college dbr:UCLA_Bruins_football . ?x dbo:debutTeam ?uri . ?x rdf:type dbo:GridironFootballPlayer }
3282,is dbr:North_America the dbo:destination of dbr:Air_2000 ?,ask where { dbr:Air_2000 dbo:destination dbr:North_America }
3283,what is the dbo:race of the dbr:Bobby_Beasley and dbr:Martin_Molony ?,select distinct ?uri where { dbr:Bobby_Beasley dbo:race ?uri . dbr:Martin_Molony dbo:race ?uri . }
3284,what is the dbo:origin of the dbo:Grape whose dbo:wineRegion is dbr:Troodos_Mountains ?,select distinct ?uri where { ?x dbo:wineRegion dbr:Troodos_Mountains . ?x dbo:origin ?uri . ?x rdf:type dbo:Grape }
3285,whose dbo:family are dbr:Buccinoidea and dbr:Buccinidae ?,select distinct ?uri where { ?uri dbo:family dbr:Buccinoidea . ?uri dbo:family dbr:Buccinidae . }
3286,who is the dbp:artist of dbr:Brad_Paisley_discography ?,select distinct ?uri where { dbr:Brad_Paisley_discography dbp:artist ?uri }
3287,how many scientists are there whose dbp:doctoralAdvisor is dbr:Ernest_Rutherford ?,select distinct count ( ?uri ) where { ?uri dbp:doctoralAdvisor dbr:Ernest_Rutherford . }
3288,what is the dbo:TelevisionShow whose dbo:composer is dbr:Judy_Hart_Angelo and dbp:company is dbr:Paramount_Television ?,select distinct ?uri where { ?uri dbo:composer dbr:Judy_Hart_Angelo . ?uri dbp:company dbr:Paramount_Television . ?uri rdf:type dbo:TelevisionShow }
3289,who are the dbp:chairman of dbr:Vancouver_Whitecaps_FC ?,select distinct ?uri where { dbr:Vancouver_Whitecaps_FC dbp:chairman ?uri }
3290,"who is the person whose dbp:employer is dbr:University_of_California,_Santa_Cruz ?","select distinct ?uri where { ?uri dbp:employer dbr:University_of_California,_Santa_Cruz . }"
3291,"what is the dbo:municipality of the dbr:Brown's_Corners,_Toronto and dbp:placeOfBirth of the dbr:Krista_Kelly ?","select distinct ?uri where { dbr:Brown's_Corners,_Toronto dbo:municipality ?uri . dbr:Krista_Kelly dbp:placeOfBirth uri }"
3292,what is the dbo:Writer whose dbo:spouse is dbr:Jill_Krementz and dbo:child is dbr:Edith_Vonnegut ?,select distinct ?uri where { ?uri dbo:spouse dbr:Jill_Krementz . ?uri dbo:child dbr:Edith_Vonnegut . ?uri rdf:type dbo:Writer }
3293,what is the dbp:nearestCity of dbr:Tennie_and_Laura_(schooner) ?,select distinct ?uri where { dbr:Tennie_and_Laura_(schooner) dbp:nearestCity ?uri }
3294,give me a count of dbo:TelevisionShow whose dbp:creator is dbr:Simon_Fuller ?,select distinct count ( ?uri ) where { ?uri dbp:creator dbr:Simon_Fuller . ?uri rdf:type dbo:TelevisionShow }
3295,what is the dbp:appointer of the dbo:governor who is the dbo:governor of dbr:Robert_Witherspoon ?,select distinct ?uri where { dbr:Robert_Witherspoon dbo:governor ?x . ?x dbp:appointer ?uri . }
3296,what is the dbp:area of dbr:ITV_(Thailand) ?,select distinct ?uri where { dbr:ITV_(Thailand) dbp:area ?uri }
3297,what is the dbo:team of the dbo:AmericanFootballPlayer whose dbp:position is dbr:Quarterback ?,select distinct ?uri where { ?x dbp:position dbr:Quarterback . ?x dbo:team ?uri . ?x rdf:type dbo:AmericanFootballPlayer }
3298,"what is the dbo:OfficeHolder whose dbp:children is dbr:Lori_Black and dbo:predecessor is dbr:Henry_E._Catto,_Jr. ?","select distinct ?uri where { ?uri dbp:children dbr:Lori_Black . ?uri dbo:predecessor dbr:Henry_E._Catto,_Jr. . ?uri rdf:type dbo:OfficeHolder }"
3299,what is the dbo:TelevisionShow whose dbp:themeMusicComposer is dbr:Ron_Grainer and dbo:network is dbr:BBC_HD ?,select distinct ?uri where { ?uri dbp:themeMusicComposer dbr:Ron_Grainer . ?uri dbo:network dbr:BBC_HD . ?uri rdf:type dbo:TelevisionShow }
3300,who is the dbo:Person whose dbo:education is dbr:Humes_High_School ?,select distinct ?uri where { ?uri dbo:education dbr:Humes_High_School . ?uri rdf:type dbo:Person }
3301,what is the dbp:address of the dbo:Building whose dbo:tenant is dbr:Weber_Thompson ?,select distinct ?uri where { ?x dbo:tenant dbr:Weber_Thompson . ?x dbp:address ?uri . ?x rdf:type dbo:Building }
3302,what is the dbp:fields of the owl which is the dbo:academicAdvisor of dbr:Henri_Maspero ?,select distinct ?uri where { dbr:Henri_Maspero dbo:academicAdvisor ?x . ?x dbp:fields ?uri . }
3303,who is the dbp:spouse of the dbr:Lydia_Clarke and dbo:starring of the dbr:Soylent_Green ?,select distinct ?uri where { dbr:Lydia_Clarke dbp:spouse ?uri . dbr:Soylent_Green dbo:starring ?uri . }
3304,how many other dbp:cities of the seas whose dbp:cities is dbr:Miami are there ?,select distinct count ( ?uri ) where { ?x dbp:cities dbr:Miami . ?x dbp:cities ?uri }
3305,list the other dbo:owner of the dbo:SoccerClub whose dbp:owner is dbr:Carl_Sanders ?,select distinct ?uri where { ?x dbp:owner dbr:Carl_Sanders . ?x dbo:owner ?uri . ?x rdf:type dbo:SoccerClub }
3306,who are the dbp:keyPeople of dbr:FWD.us ?,select distinct ?uri where { dbr:FWD.us dbp:keyPeople ?uri }
3307,what is the dbp:executiveProducer of dbr:Into_the_Dalek ?,select distinct ?uri where { dbr:Into_the_Dalek dbp:executiveProducer ?uri }
3308,what is the dbo:knownFor of the dbr:Robert_Nederlander and dbo:debutTeam of the dbr:Gary_Sánchez ?,select distinct ?uri where { dbr:Robert_Nederlander dbo:knownFor ?uri . dbr:Gary_Sánchez dbo:debutTeam ?uri . ?uri rdf:type dbo:SportsTeam }
3309,list the artists whose dbp:training 's dbp:city is dbr:California ?,select distinct ?uri where { ?x dbp:city dbr:California . ?uri dbp:training ?x . }
3310,what are the dbp:restingplace of the dbr:Thomas_François_Burgers and dbr:Johannes_Gerhardus_Strijdom ?,select distinct ?uri where { dbr:Thomas_François_Burgers dbp:restingplace ?uri . dbr:Johannes_Gerhardus_Strijdom dbp:restingplace ?uri . }
3311,"how many dbo:city are there , of the rivers whose dbo:mouthMountain is dbr:Arkansas ?",select distinct count ( ?uri ) where { ?x dbo:mouthMountain dbr:Arkansas . ?x dbo:city ?uri . ?uri rdf:type dbo:City }
3312,"what is the dbo:municipality of the dbr:Brown's_Corners,_Toronto and dbp:placeOfBirth of the dbr:George_Karrys ?","select distinct ?uri where { dbr:Brown's_Corners,_Toronto dbo:municipality ?uri . dbr:George_Karrys dbp:placeOfBirth uri }"
3313,is dbr:Guitar the dbp:instrument of dbr:Richard_Marx ?,ask where { dbr:Richard_Marx dbp:instrument dbr:Guitar }
3314,how many owls whose dbo:manufacturer 's dbo:subsidiary is dbr:Sony_Corporation_shareholders_and_subsidiaries are there ?,select distinct count ( ?uri ) where { ?x dbo:subsidiary dbr:Sony_Corporation_shareholders_and_subsidiaries . ?uri dbo:manufacturer ?x . }
3315,what is the total number of dbo:OfficeHolder whose dbp:successor 's dbp:president is dbr:Bill_Clinton ?,select distinct count ( ?uri ) where { ?x dbp:president dbr:Bill_Clinton . ?uri dbp:successor ?x . ?uri rdf:type dbo:OfficeHolder }
3316,what is the dbp:locations of the companies whose dbo:locationCity is dbr:Ontario ?,select distinct ?uri where { ?x dbo:locationCity dbr:Ontario . ?x dbp:locations ?uri . }
3317,what is the dbo:deathPlace of the owl which is the dbp:successor of dbr:Pōmare_I ?,select distinct ?uri where { dbr:Pōmare_I dbp:successor ?x . ?x dbo:deathPlace ?uri . }
3318,what is the dbo:board of the person who is the dbo:author of dbr:Wiktionary ?,select distinct ?uri where { dbr:Wiktionary dbo:author ?x . ?x dbo:board ?uri . }
3319,count the number of dbp:placeOfBirth of the volleyball players whose dbp:nationalteam is dbr:Russia_women's_national_volleyball_team ?,select distinct count ( ?uri ) where { ?x dbp:nationalteam dbr:Russia_women's_national_volleyball_team . ?x dbp:placeOfBirth ?uri . ?uri rdf:type dbo:Country }
3320,"what is the dbo:OfficeHolder whose dbo:governor is dbr:Charles_Willing_Byrd and dbp:restingplace is dbr:North_Bend,_Ohio ?","select distinct ?uri where { ?uri dbo:governor dbr:Charles_Willing_Byrd . ?uri dbp:restingplace dbr:North_Bend,_Ohio . ?uri rdf:type dbo:OfficeHolder }"
3321,what is the dbo:TelevisionShow whose dbo:starring is dbr:Jason_Carter_(actor) and dbp:network is dbr:TNT_(TV_channel) ?,select distinct ?uri where { ?uri dbo:starring dbr:Jason_Carter_(actor) . ?uri dbp:network dbr:TNT_(TV_channel) . ?uri rdf:type dbo:TelevisionShow }
3322,count the dbo:residence of the people whose dbp:almaMater is dbr:Bachelor_of_Arts ?,select distinct count ( ?uri ) where { ?x dbp:almaMater dbr:Bachelor_of_Arts . ?x dbo:residence ?uri . ?uri rdf:type dbo:Place }
3323,"is dbr:Gutenburg,_Switzerland the dbp:neighboringMunicipalities of dbr:Madiswil ?","ask where { dbr:Madiswil dbp:neighboringMunicipalities dbr:Gutenburg,_Switzerland }"
3324,what are the dbp:junction of the dbr:U.S._Route_59_in_Texas and dbr:U.S._Route_59 ?,select distinct ?uri where { dbr:U.S._Route_59_in_Texas dbp:junction ?uri . dbr:U.S._Route_59 dbp:junction ?uri . }
3325,is dbr:Pizza the dbo:industry of dbr:Mr._Jim's_Pizza ?,ask where { dbr:Mr._Jim's_Pizza dbo:industry dbr:Pizza }
3326,what is the dbo:Scientist whose dbo:knownFor is dbr:Anthrax and dbp:doctoralAdvisor is dbr:Georg_Meissner ?,select distinct ?uri where { ?uri dbo:knownFor dbr:Anthrax . ?uri dbp:doctoralAdvisor dbr:Georg_Meissner . ?uri rdf:type dbo:Scientist }
3327,who is the dbo:writer of dbr:South_Park:_The_Stick_of_Truth ?,select distinct ?uri where { dbr:South_Park:_The_Stick_of_Truth dbo:writer ?uri }
3328,what is the dbp:owner of dbr:Torrey_Pines_Gliderport ?,select distinct ?uri where { dbr:Torrey_Pines_Gliderport dbp:owner ?uri }
3329,who is the dbp:writer of dbr:A_Streetcar_Named_Desire_(play) ?,select distinct ?uri where { dbr:A_Streetcar_Named_Desire_(play) dbp:writer ?uri }
